plain_english_result,chain,chain_id,chunk,contract,chain_mint_number,chunk_mint_number,airdrop_type,asset_category,asset_category_id,asset_product_name,asset_upc,v4_asset_token_id,v6_asset_token_id,recipient_address,asset_source_owner_from_raw,worn_by_banny_v4_token_id,worn_by_banny_v6_token_id,worn_by_banny_product_name,outfitted_banny_recipient_address,notes
No V6 mint: Astronaut Head was excluded by inherited resolver-owned/unused filtering.,Ethereum,1,,,,,excluded,Head,4,Astronaut Head,10,10000000003,,,0xa5F8911d4CFd60a6697479f078409434424fe666,,,,,Not minted by the V6 airdrop script; excluded by inherited resolver-owned/unused filtering.
